"article_id","title","description","link","timestamp","clicks","journal"
"14041","Foreign Object Insertions in Sexual Homicide","International Journal of Offender Therapy and Comparative Criminology, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0306624X18816247?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 11:06:44","27","International Journal of Offender Therapy and Comparative Criminology"
"14042","Scared Or Attached? Unraveling Important Links in Strainâ€“crime Relationships Among School Students","International Journal of Offender Therapy and Comparative Criminology, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0306624X18814342?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 11:06:44","12","International Journal of Offender Therapy and Comparative Criminology"
"14043","Determinants of Importation and Deprivation Models on Committed Juvenile Offendersâ€™ Violent Misconduct: A Taiwanese Perspective","International Journal of Offender Therapy and Comparative Criminology, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0306624X18815991?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 11:06:44","12","International Journal of Offender Therapy and Comparative Criminology"
"14044","Situational Social Support and Relapse: An Exploration of Compulsory Drug Abuse Treatment Effect in China","International Journal of Offender Therapy and Comparative Criminology, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0306624X18815243?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 11:06:44","12","International Journal of Offender Therapy and Comparative Criminology"
"14045","Bentham and the Philosophical Nature of Preventive Policing","International Criminal Justice Review, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/1057567718813424?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 11:20:00","27","International Criminal Justice Review"
"14046","Are Police-Led Social Crime Prevention Initiatives Effective?: A Process and Outcome Evaluation of A UK Youth Intervention","International Criminal Justice Review, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/1057567718814891?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 11:20:00","49","International Criminal Justice Review"
"14047","A Behavioral Genetic Analysis of the Cooccurrence Between Psychopathic Personality Traits and Criminal Behavior","Journal of Contemporary Criminal Justice, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/1043986218817009?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 11:20:17","16","Journal of Contemporary Criminal Justice"
"14048","You Donâ€™t See the World Through the Same Eyes Any More: the Impact of Sexual Offending Work on Police Staff","The Police Journal, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0032258X18812515?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 11:37:41","31","Police Journal"
"14049","Big Boys Donâ€™t Cry: A Critical Interpretive Synthesis of Male Sexual Victimization","Trauma, Violence, &amp; Abuse, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/1524838018816979?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 11:38:16","18","Trauma, Violence and Abuse"
"14050","Prevalence of Interpersonal Violence Among Latinas: A Systematic Review","Trauma, Violence, &amp; Abuse, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/1524838018806507?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 11:38:16","46","Trauma, Violence and Abuse"
"14051","The Intergenerational Effects of Intimate Partner Violence in Pregnancy: Mediating Pathways and Implications For Prevention","Trauma, Violence, &amp; Abuse, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/1524838018813563?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 11:38:16","19","Trauma, Violence and Abuse"
"14052","The Relationship Between Foreclosures and Intimate Partner Violence During the U.s. Housing Crisis","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518818431?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:09","29","Journal of Interpersonal Violence"
"14053","Differences By Victim Race and Ethnicity in Race- and Ethnicity-Motivated Violent Bias Crimes: A National Study","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518818428?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:09","25","Journal of Interpersonal Violence"
"14054","Rumination Mediates the Relationship Between Negative Affect and Posttraumatic Stress Disorder Symptoms in Female Interpersonal Trauma Survivors","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518818434?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:09","11","Journal of Interpersonal Violence"
"14055","â€œMen Cannot Be Rapedâ€: Correlates of Male Rape Myth Acceptance","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518817777?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:09","38","Journal of Interpersonal Violence"
"14056","The Prevalence and Psychological Cost of Interpersonal Violence in Graduate and Law School","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518816329?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:09","30","Journal of Interpersonal Violence"
"14057","Legitimizing Intimate Partner Violence: the Role of Romantic Love and the Mediating Effect of Patriarchal Ideologies","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518818427?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:09","19","Journal of Interpersonal Violence"
"14058","Development of Attribution-Based Scales Associated With Proactive, Reactive, and Acquisitive Offending","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518818425?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:09","14","Journal of Interpersonal Violence"
"14059","Bullying Victimization Among Peruvian Children: the Predictive Role of Parental Maltreatment","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518817780?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:09","13","Journal of Interpersonal Violence"
"14060","An Affront to Her Mana: Young MÄori Mothersâ€™ Experiences of Intimate Partner Violence","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518815712?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:09","31","Journal of Interpersonal Violence"
"14061","They Are Coming Home: the Effect of Trauma-Related Cognitions on Vocational Readiness of Incarcerated Women","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518817776?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:09","11","Journal of Interpersonal Violence"
"14062","A Qualitative Study of Intimate Partner Violence From the Perpetratorâ€™s Perspective","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518815142?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:10","61","Journal of Interpersonal Violence"
"14063","An Exploration of the Link Between Masculinity and Endorsement of Ipv Myths in American Men","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518818430?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:10","50","Journal of Interpersonal Violence"
"14064","Raising Spanish Children With An Antisocial Tendency: Do We Know What the Optimal Parenting Style Is?","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518818426?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:10","24","Journal of Interpersonal Violence"
"14065","The Use of Victim Video Statements in Family Violence Cases Increases the Rate of Early Guilty Pleas","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518817065?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:10","19","Journal of Interpersonal Violence"
"14066","Sexualization of Sexual Harassment Victims Reduces Bystandersâ€™ Help: the Mediating Role of Attribution of Immorality and Blame","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518816326?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:10","21","Journal of Interpersonal Violence"
"14067","The Relationship Between Sexual Aggression Victimization and Perpetration and Other Types of Ipv Among Iranian Married Individuals","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518815714?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:10","14","Journal of Interpersonal Violence"
"14068","â€œMy Sister Is the One That Made Me Stay Above Waterâ€: How Social Supports Are Maintained and Strained When Survivors of Intimate Partner Violence Reside in Emergency Shelter Programs","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518816320?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:10","18","Journal of Interpersonal Violence"
"14069","A Bad Romance: Sexting Motivations and Teen Dating Violence","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518817037?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:10","46","Journal of Interpersonal Violence"
"14070","Vietnamese Menâ€™s Definitions of Intimate Partner Violence and Perceptions of Womenâ€™s Recourse-Seeking","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518817790?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:10","19","Journal of Interpersonal Violence"
"14071","Intimate Partner Violence and Completion of Post-Sexual Assault Medical Forensic Examination Follow-Up Screening","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518817022?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:10","18","Journal of Interpersonal Violence"
"14072","Attitudes Toward Dating Violence in Early and Late Adolescents in ConcepciÃ³n, Chile","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518815724?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:10","43","Journal of Interpersonal Violence"
"14073","Protective Factors Associated With Fewer Generalized Anxiety Disorder Symptoms Among Women Exposed to Intimate Partner Violence","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518817027?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:10","12","Journal of Interpersonal Violence"
"14074","A Study Into the Severity of Forensic and Civil Inpatient Aggression","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518817040?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:10","23","Journal of Interpersonal Violence"
"14075","Parental Corporal Punishment and Child Temperament: Independent and Interactive Predictors of Child Emotion Regulation in China","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518817058?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:10","28","Journal of Interpersonal Violence"
"14076","The Association Between Intimate Partner Violence and 30-Year Cardiovascular Disease Risk Among Young Adult Women","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518816324?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:10","28","Journal of Interpersonal Violence"
"14077","Group Psychological Abuse and Psychopathological Symptoms: the Mediating Role of Psychological Stress","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518815710?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:10","24","Journal of Interpersonal Violence"
"14078","Peer Victimization in Preadolescent Children With Adhd in Turkey","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518816321?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:10","20","Journal of Interpersonal Violence"
"14079","Gender Differences in Attitudes Toward Sexual Harassment of Health Care Employees: A Turkish Case Study","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518815711?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:10","40","Journal of Interpersonal Violence"
"14080","Perpetration of Electronic Intrusiveness Among Adolescent Females: Associations With In-Person Dating Violence","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518815725?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:10","19","Journal of Interpersonal Violence"
"14081","â€œLeaving Was A Process, Not An Eventâ€: the Lived Experience of Dating and Domestic Violence in 140 Characters","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518816325?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:21:10","37","Journal of Interpersonal Violence"
"14082","Interpretations of Justice: Conceptions of Family and Gender Justice At A Nari Adalat (womenâ€™s Court) in South India","Social &amp; Legal Studies, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0964663918815943?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:38:36","24","Social and Legal Studies"
"14083","Associations Between Childhood Abuse, Mental Health Problems, and Suicide Risk Among Male Prison Populations in Spain","Criminal Behaviour and Mental Health, EarlyView.","https://onlinelibrary.wiley.com/doi/abs/10.1002/cbm.2099?af=R","2018-12-18 12:49:58","24","Criminal Behaviour and Mental Health"
"14084","Reducing Assaults Against Staff Using Body-Worn Cameras (bwcs) in Railway Stations","Criminal Justice Review, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0734016818814889?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:50:16","26","Criminal Justice Review"
"14085","Reimagining Guardians and Guardianship With the Advent of Body Worn Cameras","Criminal Justice Review, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0734016818814895?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:50:16","41","Criminal Justice Review"
"14086","Exploring Spatial Patterns of Guardianship Through Civic Technology Platforms","Criminal Justice Review, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0734016818813428?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:50:16","65","Criminal Justice Review"
"14087","Guardianship in the Digital Age","Criminal Justice Review, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0734016818813693?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-18 12:50:16","39","Criminal Justice Review"
"14088","Understanding the Role of Parenting in Developing Radical Beliefs: Lessons Learned From Indonesia","<h3>Abstract</h3>
                  <p>Prior research suggests that family-related factors may be associated with a predisposition towards radicalism. This qualitative study aims to investigate if parents who are former members of an extremist organisation and parents from typical Islamic communities in Indonesia differ in their perceptions about the role of parenting in contributing to preventing their families from radicalisation. Using focus group methodology, the current study (<em>N</em>&thinsp;=&thinsp;27) compared two groups (Group 1 consisted 7 former extremists and Group 2 consisted of 20 parents from moderate Islamic communities in Indonesia) to assess their beliefs about the role of parenting in the development of radical ideology. Three aspects were investigated: (a) Perceptions about parenting, parenting values and beliefs, (b) Perceptions of radicalisation, including associated factors to radicalisation and extremism, and (c) Parenting roles to develop or prevent children from radicalisation. Implications of the key findings for the prevention of radicalism are discussed in this study.</p>","http://link.springer.com/10.1057/s41284-018-00162-6","2018-12-18 13:22:10","24","Security Journal"
"14089","The Methodological Struggles of Racial Profiling Research: A Causal Question That Automobile Stop Data Has Yet to Answer",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/1478601X.2018.1558057?ai=ws&amp;mi=fnpx1z&amp;af=R","2018-12-18 13:37:01","23","Criminal Justice Studies"
"14090","Perceived Threat of Crime, Authoritarianism, and the Rise of A Populist President in the Philippines",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/01924036.2018.1558084?ai=2v4&amp;mi=fnpx1z&amp;af=R","2018-12-18 14:22:30","28","International Journal of Comparative and Applied Criminal Justice"
"14091","Variation in the Perception of Desired Qualities of Police Officers Among Trainees and Senior Police Officers. Insights Into the Process and Efficacy of Police Training",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/01924036.2018.1558083?ai=2v4&amp;mi=fnpx1z&amp;af=R","2018-12-18 14:22:30","42","International Journal of Comparative and Applied Criminal Justice"
"14092","Police Perceptions of the Impact That Adhd Has on Conducting Cognitive Interviews With Youth",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/13218719.2018.1504241?ai=175&amp;mi=fnpx1z&amp;af=R","2018-12-18 14:51:00","30","Psychiatry, Psychology and Law"
"14093","Restitution Payment and Recidivism","Criminology &amp;Public Policy, Volume 17, Issue 4, Page 789-813, November 2018.","https://onlinelibrary.wiley.com/doi/abs/10.1111/1745-9133.12401?af=R","2018-12-18 15:06:21","31","Criminology and Public Policy"
"14094","Ensnarement During Imprisonment","Criminology &amp;Public Policy, Volume 17, Issue 4, Page 1005-1035, November 2018.","https://onlinelibrary.wiley.com/doi/abs/10.1111/1745-9133.12397?af=R","2018-12-18 15:06:21","36","Criminology and Public Policy"
"14095","Benefits and Costs of â€œSwift, Certain, and Fairâ€ Supervision","Criminology &amp;Public Policy, Volume 17, Issue 4, Page 865-874, November 2018.","https://onlinelibrary.wiley.com/doi/abs/10.1111/1745-9133.12417?af=R","2018-12-18 15:06:21","45","Criminology and Public Policy"
"14096","Exploring the Policy Implications of Highâ€profile Police Violence","Criminology &amp;Public Policy, Volume 17, Issue 4, Page 859-863, November 2018.","https://onlinelibrary.wiley.com/doi/abs/10.1111/1745-9133.12410?af=R","2018-12-18 15:06:21","144","Criminology and Public Policy"
"14097","Economic Implications of Hope From the Demonstration Field Experiment","Criminology &amp;Public Policy, Volume 17, Issue 4, Page 901-906, November 2018.","https://onlinelibrary.wiley.com/doi/abs/10.1111/1745-9133.12415?af=R","2018-12-18 15:06:21","32","Criminology and Public Policy"
"14098","Reducing Crime in Public Housing","Criminology &amp;Public Policy, Volume 17, Issue 4, Page 907-909, November 2018.","https://onlinelibrary.wiley.com/doi/abs/10.1111/1745-9133.12403?af=R","2018-12-18 15:06:21","39","Criminology and Public Policy"
"14099","Restitution","Criminology &amp;Public Policy, Volume 17, Issue 4, Page 815-823, November 2018.","https://onlinelibrary.wiley.com/doi/abs/10.1111/1745-9133.12402?af=R","2018-12-18 15:06:21","26","Criminology and Public Policy"
"14100","More Than A Nudge?","Criminology &amp;Public Policy, Volume 17, Issue 4, Page 783-787, November 2018.","https://onlinelibrary.wiley.com/doi/abs/10.1111/1745-9133.12406?af=R","2018-12-18 15:06:21","27","Criminology and Public Policy"
"14101","Banishment Policies","Criminology &amp;Public Policy, Volume 17, Issue 4, Page 939-944, November 2018.","https://onlinelibrary.wiley.com/doi/abs/10.1111/1745-9133.12405?af=R","2018-12-18 15:06:21","21","Criminology and Public Policy"
"14102","What Works With Gangs","Criminology &amp;Public Policy, Volume 17, Issue 4, Page 991-999, November 2018.","https://onlinelibrary.wiley.com/doi/abs/10.1111/1745-9133.12398?af=R","2018-12-18 15:06:21","44","Criminology and Public Policy"
"14103","A Path Toward Evidenceâ€based Classification","Criminology &amp;Public Policy, Volume 17, Issue 4, Page 1037-1048, November 2018.","https://onlinelibrary.wiley.com/doi/abs/10.1111/1745-9133.12409?af=R","2018-12-18 15:06:21","40","Criminology and Public Policy"
"14104","Police Violence, Procedural Justice, and Public Perceptions of Legitimacy","Criminology &amp;Public Policy, Volume 17, Issue 4, Page 825-827, November 2018.","https://onlinelibrary.wiley.com/doi/abs/10.1111/1745-9133.12416?af=R","2018-12-18 15:06:21","42","Criminology and Public Policy"
"14105","Banishment","Criminology &amp;Public Policy, Volume 17, Issue 4, Page 911-937, November 2018.","https://onlinelibrary.wiley.com/doi/abs/10.1111/1745-9133.12399?af=R","2018-12-18 15:06:21","22","Criminology and Public Policy"
"14106","The Consequences of Sanctioning Prisoners","Criminology &amp;Public Policy, Volume 17, Issue 4, Page 1001-1004, November 2018.","https://onlinelibrary.wiley.com/doi/abs/10.1111/1745-9133.12411?af=R","2018-12-18 15:06:21","35","Criminology and Public Policy"
"14107","Examining the Impact of the Freddie Gray Unrest on Perceptions of the Police","Criminology &amp;Public Policy, Volume 17, Issue 4, Page 829-858, November 2018.","https://onlinelibrary.wiley.com/doi/abs/10.1111/1745-9133.12404?af=R","2018-12-18 15:06:22","51","Criminology and Public Policy"
"14108","A Roadmap For Advancing the Science of Gang Prevention","Criminology &amp;Public Policy, Volume 17, Issue 4, Page 945-951, November 2018.","https://onlinelibrary.wiley.com/doi/abs/10.1111/1745-9133.12400?af=R","2018-12-18 15:06:22","31","Criminology and Public Policy"
"14109","Economic Evaluation of the Hope Demonstration Field Experiment","Criminology &amp;Public Policy, Volume 17, Issue 4, Page 875-899, November 2018.","https://onlinelibrary.wiley.com/doi/abs/10.1111/1745-9133.12407?af=R","2018-12-18 15:06:22","28","Criminology and Public Policy"
"14110","Reducing Crime Among Youth At Risk For Gang Involvement","Criminology &amp;Public Policy, Volume 17, Issue 4, Page 953-989, November 2018.","https://onlinelibrary.wiley.com/doi/abs/10.1111/1745-9133.12395?af=R","2018-12-18 15:06:22","35","Criminology and Public Policy"
"14111","A Preliminary Study Measuring Social Self-Efficacy Among Early Adolescents and Its Association With Aggressive Behavior",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/15388220.2018.1553718?af=R","2018-12-18 15:07:32","20","Journal of School Violence"
"14112","The Coreâ€10 in Screening For Current Mental Health Problems and Severe Mental Illness in Prisoners","Criminal Behaviour and Mental Health, EarlyView.","https://onlinelibrary.wiley.com/doi/abs/10.1002/cbm.2101?af=R","2018-12-19 08:51:47","24","Criminal Behaviour and Mental Health"
"14113","An Examination of the Effects on Crime of Switching Off Street Lighting","Criminology &amp; Criminal Justice, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/1748895818818861?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-19 09:20:54","121","Criminology and Criminal Justice"
"14114","New Innovations â€“ Need For New Law Enforcement Capabilities:","<p>Introduce of new IT hardware and software has a fearsome dynamic and directly is shaping the overall human interactions and patterns of economic and social development. All actors in the society starting from the decision makers, scientists, academia and civil society must be aware that when new technologies are developed, which are capable of opening new dimensions of communication, transport or development, there must be comprehensive evaluation not only of the positive effects but also about the potential negative side effects of these new kind of products and services which very easily could be used by &nbsp;individuals or groups for jeopardizing the citizens security and overall public safety. Furthermore, the implementation of new technologies by law enforcement agencies on the other side raises the question of proper implementation of human rights standards and legal accountability. This analysis is also giving a short overview of the law enforcement capabilities regarding new innovations and technologies in three EU candidate countries: Macedonia, Montenegro and Serbia. These countries are into EU accession process and they need to harmonize their national legislations with EU acquis and achieve full interoperability with the EU agencies. Recommendations for improvement of the capabilities for adopting new technologies and innovation in the day-to-day operational functioning of the police forces and law enforcement agencies in these three EU candidate countries are also proposed on the end of this analysis.</p>","https://bulletin.cepol.europa.eu/index.php/bulletin/article/view/346","2018-12-19 10:06:39","35","European Law Enforcement Research Bulletin"
"14115","Switching On, Switching Off: Reflections of A Practitioner Researcher Examining the Operational Behaviour of Police Officers",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/15614263.2018.1558585?ai=x6&amp;mi=fnpx1z&amp;af=R","2018-12-19 10:53:45","94","Police Practice and Research"
"14116","Police Use of Body Worn Cameras",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/15614263.2018.1558586?ai=x6&amp;mi=fnpx1z&amp;af=R","2018-12-19 10:53:46","75","Police Practice and Research"
"14117","Are College-Educated Police Officers Different? A Study of Stops, Searches, and Arrests","Criminal Justice Policy Review, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0887403418817808?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-19 11:51:43","210","Criminal Justice Policy Review"
"14118","Advancing An Integrated Theory of Sexual Minority Alcohol-Related Intimate Partner Violence Perpetration","<h3>Abstract</h3>
                  <p>Intimate partner violence (IPV) is a prevalent and serious public health problem. Alcohol use and misuse is one of the most well-known antecedents of IPV perpetration. However, minimal research examined whether alcohol use increases the risk for IPV perpetration among individuals who identify as a sexual minority (i.e., lesbian, gay, bisexual, or another non-heterosexual identity [LGB+]). This is particularly concerning given that rates of IPV and alcohol use are as high, if not higher, in LGB+ populations relative to their heterosexual peers. In this article we provide a brief review of existing alcohol-related IPV research among LGB+ populations, advance an integrated model of alcohol-related IPV perpetration among LGB+ populations, and discuss avenues for future research on this topic. Our review identified limited research on alcohol-related IPV perpetration among LGB+ populations, with no longitudinal or event level research on this topic. Incorporating tenets of minority stress models with models of alcohol-related IPV (i.e., I<sup>3</sup> and Alcohol Myopia Theory), we propose an integrated theory of alcohol-related IPV perpetration among LGB+ populations. Based on the limited information available in the literature, our integrated theoretical model suggests several avenues for future research on alcohol-related IPV perpetration among LGB+ populations. We discuss these future areas for research and the importance of incorporating sexual minority stress frameworks into these investigations.</p>","http://link.springer.com/10.1007/s10896-018-0031-z","2018-12-19 12:20:54","16","Journal of Family Violence"
"14119","Selling Sex As An Edgework: Risk Taking and Thrills in Chinaâ€™s Commercial Sex Industry","International Journal of Offender Therapy and Comparative Criminology, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0306624X18818925?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-19 12:37:45","27","International Journal of Offender Therapy and Comparative Criminology"
"14120","Research and Analysis: Tier 4 Pilot Evaluation","The Tier 4 visa pilot, introduced in 2016, provided one-year taught masters students at four institutions the opportunity to remain in the UK for 6 months opposed to the usual 2 to 4-month post-study leave period.","https://www.gov.uk/government/publications/tier-4-pilot-evaluation","2018-12-19 13:38:04","36","Research and Analysis publications"
"14121","Research and Analysis: Technical Paper to Accompany the â€˜the Ukâ€™s Future Skills-Based Immigration Systemâ€™ Economic Appraisal: Annex B","Technical paper accompanying the economic appraisal of policy proposals published in the future border and immigration system white paper.","https://www.gov.uk/government/publications/technical-paper-to-accompany-the-the-uks-future-skills-based-immigration-system-economic-appraisal-annex-b","2018-12-19 13:38:04","21","Research and Analysis publications"
